id,age,income,highest_degree,self_learning_hours,favourite_domain
3411,50,43,PhD,3.89,Cybersecurity
3412,21,80,Master,3.21,Data Science
3413,24,23,Bachelor,3.38,Software Engineering
3414,33,64,Bachelor,3.7,Business Analytics
3415,50,51,PhD,2.97,Cybersecurity
3416,54,47,Master,0.32,Software Engineering
3417,57,66,High School,3.1,AI
3418,45,56,PhD,0.62,Cybersecurity
3419,19,47,Master,0.47,Software Engineering
3420,49,67,PhD,2.35,Cybersecurity
3421,45,35,Master,0.97,Software Engineering
3422,39,25,Master,2.37,AI
3423,24,15,High School,3.18,AI
3424,27,74,PhD,1.97,AI
3425,68,94,Bachelor,3.97,AI
3426,48,27,High School,0.53,Data Science
3427,61,92,Master,2.66,AI
3428,20,26,Master,1.32,AI
3429,55,15,High School,2.46,Software Engineering
3430,68,26,PhD,3.3,Cybersecurity
3431,24,39,Master,2.46,Business Analytics
3432,22,83,Master,0.55,Cybersecurity
3433,56,38,Bachelor,2.57,Business Analytics
3434,24,68,Bachelor,2.76,AI
3435,43,48,Bachelor,2.78,Cybersecurity
3436,40,70,Master,1.17,Cybersecurity
3437,44,35,Master,2.67,Software Engineering
3438,33,64,Bachelor,2.81,AI
3439,23,12,High School,0.59,Cybersecurity
3440,26,24,High School,1.13,Data Science
3441,62,45,Bachelor,2.87,Cybersecurity
3442,44,20,Master,3.75,Software Engineering
3443,48,88,High School,1.46,Cybersecurity
3444,30,49,High School,0.2,Data Science
3445,42,28,PhD,1.85,Cybersecurity
3446,68,95,Master,1.8,Data Science
3447,65,95,PhD,2.63,Business Analytics
3448,62,28,High School,3.48,Software Engineering
3449,34,58,High School,1.95,Data Science
3450,27,10,Bachelor,0.96,Business Analytics
3451,49,40,Bachelor,2.88,Cybersecurity
3452,20,6,Master,2.85,Business Analytics
3453,41,48,High School,0.42,Business Analytics
3454,30,32,Bachelor,1.33,Business Analytics
3455,35,72,PhD,3.56,Business Analytics
3456,57,83,Bachelor,1.74,AI
3457,47,97,Master,2.16,Cybersecurity
3458,20,41,Master,0.07,Business Analytics
3459,58,13,PhD,3.32,Cybersecurity
3460,47,82,Bachelor,3.69,Business Analytics
3461,32,62,Master,1.2,AI
3462,70,34,Master,1.58,AI
3463,51,34,High School,0.89,Cybersecurity
3464,33,55,High School,1.72,AI
3465,69,40,PhD,0.07,Data Science
3466,67,81,High School,1.99,Business Analytics
3467,31,73,Master,3.12,Software Engineering
3468,42,76,Master,0.71,Software Engineering
3469,18,92,PhD,0.32,Software Engineering
3470,48,7,High School,0.52,Data Science
3471,28,89,Master,2.69,Cybersecurity
3472,28,59,Bachelor,2.92,Data Science
3473,24,41,Master,3.99,Business Analytics
3474,58,13,High School,3.93,AI
3475,18,35,High School,3.11,Data Science
3476,29,19,PhD,1.35,Business Analytics
3477,67,73,PhD,2.04,Cybersecurity
3478,60,83,Master,3.14,Data Science
3479,68,16,Master,0.71,Software Engineering
3480,52,37,High School,3.64,Business Analytics
3481,69,16,High School,0.65,Data Science
3482,28,71,Bachelor,1.91,Data Science
3483,19,48,PhD,3.17,Cybersecurity
3484,24,70,PhD,0.85,Software Engineering
3485,57,86,PhD,3.09,AI
3486,65,34,PhD,2.23,Cybersecurity
3487,42,46,Master,0.8,AI
3488,20,62,Bachelor,0.01,Data Science
3489,19,90,Master,2.59,Cybersecurity
3490,65,5,Master,3.45,AI
3491,26,17,High School,2.37,Cybersecurity
3492,49,75,Master,0.48,AI
3493,68,86,Master,0.98,Business Analytics
3494,70,59,Master,0.16,AI
3495,21,43,Bachelor,2.78,Cybersecurity
3496,27,40,Master,3.4,AI
3497,51,51,High School,1.99,Data Science
3498,44,7,High School,3.93,Data Science
3499,29,96,High School,3.48,Business Analytics
3500,56,81,High School,1.45,AI
3501,34,47,Master,3.55,Software Engineering
3502,54,32,High School,0.93,Data Science
3503,37,75,High School,3.25,Business Analytics
3504,54,93,Master,3.63,Data Science
3505,24,56,High School,1.25,Cybersecurity
3506,23,89,Master,1.08,AI
3507,26,13,High School,3.8,Business Analytics
3508,18,18,PhD,0.17,Data Science
3509,43,74,High School,1.06,Business Analytics
3510,53,36,High School,1.34,Software Engineering
3511,59,77,High School,2.52,AI
3512,48,32,Bachelor,0.68,Business Analytics
3513,33,57,High School,2.73,Data Science
3514,54,98,Bachelor,1.97,Software Engineering
3515,21,60,Bachelor,2.45,Cybersecurity
3516,30,72,Master,1.38,Cybersecurity
3517,55,57,Master,1.08,Business Analytics
3518,25,95,PhD,1.02,Business Analytics
3519,49,5,High School,1.62,Software Engineering
3520,65,37,Bachelor,2.31,Business Analytics
3521,25,90,Bachelor,0.53,AI
3522,32,36,High School,2.93,Cybersecurity
3523,26,32,Master,3.84,Business Analytics
3524,18,88,Bachelor,2.87,AI
3525,44,18,Master,0.83,Software Engineering
3526,27,97,High School,3.48,Data Science
3527,44,53,Master,1.77,Software Engineering
3528,58,23,Bachelor,1.56,Software Engineering
3529,60,89,Bachelor,1.96,Data Science
3530,45,11,Master,0.01,Cybersecurity
3531,28,12,High School,2.99,Business Analytics
3532,36,31,PhD,0.44,Data Science
3533,27,41,Master,0.71,AI
3534,48,72,High School,2.35,Data Science
3535,37,87,Bachelor,1.8,Data Science
3536,48,54,Master,0.64,Software Engineering
3537,46,22,High School,3.12,Cybersecurity
3538,42,33,Bachelor,0.44,Data Science
3539,51,37,High School,1.09,Business Analytics
3540,69,44,PhD,0.08,Business Analytics
3541,24,35,Master,1.01,Software Engineering
3542,66,90,Bachelor,2.51,Business Analytics
3543,18,24,High School,1.31,Business Analytics
3544,44,77,Master,0.01,Software Engineering
3545,29,18,Master,2.88,Cybersecurity
3546,34,94,Master,2.34,Cybersecurity
3547,60,82,Master,0.38,Cybersecurity
3548,57,30,Bachelor,1.3,Data Science
3549,40,65,Bachelor,2.13,Cybersecurity
3550,32,60,High School,2.76,AI
3551,54,22,Bachelor,1.64,AI
3552,31,64,PhD,2.14,AI
3553,24,92,PhD,2.87,Software Engineering
3554,65,32,Bachelor,1.48,AI
3555,34,6,PhD,0.48,Data Science
3556,59,80,PhD,3.57,AI
3557,39,35,High School,0.37,Data Science
3558,68,81,Bachelor,0.18,Data Science
3559,52,26,High School,3.7,Cybersecurity
3560,70,32,PhD,3.55,AI
3561,23,69,Bachelor,3.7,Data Science
3562,18,59,Master,3.74,Cybersecurity
3563,53,94,Bachelor,0.11,AI
3564,58,78,High School,2.67,Software Engineering
3565,29,25,Bachelor,2.95,Software Engineering
3566,30,31,Bachelor,0.53,Cybersecurity
3567,21,89,PhD,0.9,Software Engineering
3568,20,20,Bachelor,1.47,Data Science
3569,61,60,Bachelor,2.75,Software Engineering
3570,48,53,High School,0.69,AI
3571,52,27,PhD,0.43,Software Engineering
3572,31,14,Bachelor,1.66,Cybersecurity
3573,32,94,Bachelor,1.06,Business Analytics
3574,63,76,Master,3.55,Software Engineering
3575,56,73,Bachelor,3.81,Cybersecurity
3576,29,83,PhD,1.12,Data Science
3577,56,32,High School,0.79,Data Science
3578,42,73,PhD,3.71,Business Analytics
3579,25,93,Bachelor,3.6,Software Engineering
3580,65,94,High School,2.24,Cybersecurity
3581,59,79,Bachelor,0.21,Software Engineering
3582,52,34,Bachelor,0.96,AI
3583,50,82,High School,0.97,Business Analytics
3584,23,48,High School,1.04,Data Science
3585,53,22,Bachelor,0.18,Cybersecurity
3586,31,22,Bachelor,2.8,AI
3587,51,23,PhD,0.29,Business Analytics
3588,23,99,Master,1.84,Data Science
3589,39,8,High School,3.06,AI
3590,67,90,High School,3.45,AI
3591,23,46,Bachelor,3.03,Business Analytics
3592,23,15,Bachelor,1.92,AI
3593,46,73,Master,0.23,Business Analytics
3594,19,97,Bachelor,3.95,Data Science
3595,42,91,High School,3.18,Business Analytics
3596,59,42,Master,1.04,AI
3597,52,23,PhD,1.15,Business Analytics
3598,67,14,Bachelor,0.7,Data Science
3599,50,84,High School,1.26,Cybersecurity
3600,20,69,PhD,1.87,AI
3601,56,11,High School,2.65,Software Engineering
3602,42,49,Master,0.35,Business Analytics
3603,35,72,Bachelor,1.62,Business Analytics
3604,25,35,PhD,0.6,Data Science
3605,50,34,Master,1.48,AI
3606,41,44,Bachelor,3.14,Cybersecurity
3607,64,10,High School,2.5,AI
3608,44,31,Bachelor,1.64,Business Analytics
3609,53,63,Master,3.15,AI
3610,67,84,Bachelor,0.5,AI
3611,35,11,High School,3.46,Data Science
3612,51,20,High School,1.05,Data Science
3613,59,27,PhD,1.99,Software Engineering
3614,51,29,PhD,2.87,Software Engineering
3615,51,87,High School,1.6,Software Engineering
3616,27,91,High School,0.57,Cybersecurity
3617,57,91,Master,2.9,Business Analytics
3618,54,87,Master,1.63,Software Engineering
3619,19,36,PhD,3.03,Software Engineering
3620,41,97,PhD,0.86,Data Science
3621,67,37,High School,1.85,AI
3622,70,54,Master,3.78,Cybersecurity
3623,28,50,Master,3.03,AI
3624,29,56,Bachelor,2.88,Data Science
3625,39,74,Bachelor,1.18,AI
3626,60,15,PhD,1.51,Cybersecurity
3627,68,40,Master,2.05,Business Analytics
3628,50,7,Bachelor,2.92,Data Science
3629,33,76,Bachelor,3.32,Data Science
3630,39,97,Bachelor,1.86,AI
3631,61,93,Master,0.15,AI
3632,36,35,Bachelor,3.67,Software Engineering
3633,66,50,Bachelor,3.31,Data Science
3634,55,45,High School,1.58,Software Engineering
3635,69,23,High School,0.36,Business Analytics
3636,47,72,PhD,2.89,AI
3637,52,11,Bachelor,0.96,AI
3638,58,91,Bachelor,1.97,Software Engineering
3639,43,87,Master,4.0,AI
3640,44,9,High School,3.82,Business Analytics
3641,66,69,PhD,3.03,Data Science
3642,42,17,PhD,3.84,Cybersecurity
3643,67,75,High School,0.04,Software Engineering
3644,31,8,High School,2.34,Data Science
3645,67,58,High School,2.2,Business Analytics
3646,51,6,Bachelor,2.75,Data Science
3647,48,86,PhD,1.06,Data Science
3648,70,81,High School,3.84,Cybersecurity
3649,18,84,Bachelor,1.57,Business Analytics
3650,68,49,Bachelor,3.54,AI
3651,37,82,High School,3.23,Business Analytics
3652,58,78,Master,0.44,Data Science
3653,32,34,PhD,2.12,Data Science
3654,19,80,Bachelor,3.03,Cybersecurity
3655,30,26,Bachelor,3.77,Business Analytics
3656,56,69,Bachelor,0.29,Cybersecurity
3657,35,47,Master,1.67,AI
3658,34,9,Master,0.52,Business Analytics
3659,44,100,High School,3.32,AI
3660,67,48,Bachelor,1.97,Cybersecurity
3661,45,60,High School,2.08,AI
3662,25,100,Bachelor,1.71,AI
3663,20,29,High School,2.08,Software Engineering
3664,41,54,PhD,3.54,AI
3665,70,8,PhD,0.62,Cybersecurity
3666,22,46,Bachelor,0.4,Software Engineering
3667,67,32,Master,3.59,Data Science
3668,21,60,Bachelor,1.74,AI
3669,49,85,PhD,1.7,Business Analytics
3670,59,23,Bachelor,3.94,Data Science
3671,36,100,High School,0.46,Data Science
3672,53,5,PhD,3.12,Data Science
3673,37,35,PhD,3.45,Business Analytics
3674,65,72,Bachelor,1.63,Software Engineering
3675,32,87,Master,2.46,AI
3676,21,18,Master,1.81,AI
3677,56,11,Master,3.97,Business Analytics
3678,63,13,Master,1.14,Software Engineering
3679,19,96,PhD,3.97,Business Analytics
3680,69,26,PhD,3.02,Business Analytics
3681,57,85,PhD,3.07,Business Analytics
3682,69,53,Master,3.32,Business Analytics
3683,66,81,PhD,0.36,Business Analytics
3684,36,23,Master,2.32,Business Analytics
3685,33,23,Master,2.26,Data Science
3686,19,69,Master,2.28,Software Engineering
3687,29,29,High School,0.74,Software Engineering
3688,36,23,PhD,1.62,Business Analytics
3689,21,57,High School,3.96,Cybersecurity
3690,27,55,High School,1.83,Cybersecurity
3691,19,87,PhD,0.7,Software Engineering
3692,37,76,Bachelor,2.08,Software Engineering
3693,38,90,Master,2.6,Business Analytics
3694,26,89,High School,3.34,Data Science
3695,70,5,Master,3.84,AI
3696,27,93,PhD,1.37,Business Analytics
3697,69,23,PhD,2.36,Data Science
3698,52,91,Bachelor,1.74,Data Science
3699,23,75,PhD,2.29,Data Science
3700,44,85,High School,3.69,Software Engineering
3701,18,76,PhD,3.23,AI
3702,61,92,Bachelor,3.07,Business Analytics
3703,38,78,Master,3.92,AI
3704,34,29,Master,1.59,Software Engineering
3705,33,80,Master,3.4,Data Science
3706,58,10,High School,3.33,Software Engineering
3707,48,33,High School,0.03,Business Analytics
3708,45,81,PhD,3.63,Cybersecurity
3709,22,12,High School,3.33,Cybersecurity
3710,50,30,High School,0.32,Software Engineering
3711,70,83,Master,3.29,AI
3712,21,13,PhD,2.11,Business Analytics
3713,59,40,High School,1.17,Business Analytics
3714,22,99,Master,0.22,Cybersecurity
3715,67,27,Bachelor,3.49,Cybersecurity
3716,59,57,Bachelor,0.2,Data Science
3717,32,86,Master,1.08,Cybersecurity
3718,46,61,Master,1.56,AI
3719,63,62,Bachelor,2.9,Cybersecurity
3720,60,21,Bachelor,1.38,Business Analytics
3721,69,16,PhD,2.9,Cybersecurity
3722,42,11,Bachelor,2.26,Business Analytics
3723,22,38,High School,1.59,Business Analytics
3724,61,73,Master,0.27,Software Engineering
3725,30,30,PhD,0.93,Software Engineering
3726,38,50,Bachelor,0.81,Cybersecurity
3727,24,64,High School,1.86,Software Engineering
3728,28,91,High School,0.31,Software Engineering
3729,18,53,High School,0.88,Cybersecurity
3730,33,70,Master,0.53,Cybersecurity
3731,52,78,Master,1.5,Software Engineering
3732,31,62,High School,3.57,Business Analytics
3733,36,44,Master,2.37,Software Engineering
3734,55,46,High School,0.56,Cybersecurity
3735,36,70,High School,3.89,AI
3736,45,40,Master,3.98,Software Engineering
3737,46,31,Master,3.33,Cybersecurity
3738,48,73,High School,3.71,Cybersecurity
3739,65,68,Bachelor,3.66,AI
3740,18,25,High School,3.51,Business Analytics
3741,52,28,High School,2.51,Data Science
3742,51,58,Bachelor,2.29,Data Science
3743,65,67,PhD,0.94,Cybersecurity
3744,70,34,Bachelor,3.51,Business Analytics
3745,29,74,Master,1.63,Data Science
3746,32,78,PhD,3.84,AI
3747,49,94,PhD,1.61,AI
3748,47,66,High School,1.61,Cybersecurity
3749,33,56,Bachelor,3.44,AI
3750,41,5,PhD,2.16,AI
3751,60,26,Bachelor,0.9,Data Science
3752,38,91,Bachelor,0.34,Cybersecurity
3753,61,89,Master,0.06,Data Science
3754,52,62,High School,2.75,Cybersecurity
3755,54,24,High School,2.09,Software Engineering
3756,22,78,Bachelor,1.31,Cybersecurity
3757,47,81,High School,2.23,Business Analytics
3758,67,92,Master,0.94,Business Analytics
3759,56,74,Master,3.13,AI
3760,28,21,High School,3.4,AI
3761,56,93,Bachelor,2.65,Business Analytics
3762,45,97,Master,2.03,Data Science
3763,59,21,Master,3.53,Data Science
3764,65,83,High School,2.59,Data Science
3765,40,62,PhD,3.85,AI
3766,62,88,PhD,0.37,Software Engineering
3767,33,74,PhD,1.79,Cybersecurity
3768,30,74,Bachelor,0.1,Business Analytics
3769,46,40,PhD,3.12,Business Analytics
3770,22,97,PhD,1.98,Business Analytics
3771,49,54,Bachelor,3.43,Business Analytics
3772,45,69,PhD,2.87,Software Engineering
3773,26,45,Bachelor,1.98,AI
3774,68,87,Master,2.73,AI
3775,43,87,Bachelor,2.73,Software Engineering
3776,41,11,Master,3.53,Data Science
3777,66,54,PhD,2.91,Data Science
3778,61,63,High School,0.12,AI
3779,28,40,Bachelor,3.11,Data Science
3780,41,39,Master,0.73,Business Analytics
3781,43,63,PhD,0.78,Data Science
3782,70,83,Master,0.74,Software Engineering
3783,58,22,Master,3.16,Software Engineering
3784,30,74,High School,1.36,Software Engineering
3785,34,15,Master,0.75,Data Science
3786,64,66,Bachelor,3.66,Data Science
3787,42,26,Bachelor,1.61,Business Analytics
3788,32,93,Bachelor,1.37,Business Analytics
3789,68,92,Master,0.41,Business Analytics
3790,24,76,PhD,1.48,AI
3791,59,67,Master,3.83,Business Analytics
3792,38,7,Master,3.02,Data Science
3793,70,38,Bachelor,0.03,Data Science
3794,58,84,High School,3.51,Business Analytics
3795,70,78,High School,3.71,AI
3796,48,81,PhD,0.66,Software Engineering
3797,51,95,Master,2.33,Data Science
3798,68,9,High School,3.35,Software Engineering
3799,43,44,High School,1.3,Cybersecurity
3800,24,46,Master,0.81,Software Engineering
3801,64,27,Master,2.48,Software Engineering
3802,70,58,PhD,2.91,Business Analytics
3803,24,35,PhD,1.79,Data Science
3804,20,7,Master,3.81,Software Engineering
3805,62,87,High School,1.13,AI
3806,20,50,Bachelor,1.83,Business Analytics
3807,51,20,PhD,2.25,Business Analytics
3808,64,21,PhD,0.03,Data Science
3809,26,35,Master,1.61,Software Engineering
3810,39,76,PhD,1.66,Data Science
3811,67,79,PhD,3.17,Cybersecurity
3812,52,61,Master,1.19,Software Engineering
3813,26,68,Master,2.04,Data Science
3814,52,85,Master,2.93,Cybersecurity
3815,41,45,Master,0.71,Software Engineering
3816,37,83,High School,3.87,Cybersecurity
3817,39,8,Bachelor,3.73,AI
3818,20,10,Bachelor,3.21,Data Science
3819,58,34,Bachelor,0.29,Software Engineering
3820,26,87,High School,3.2,Data Science
3821,22,31,High School,1.3,Cybersecurity
3822,20,71,Bachelor,2.53,Cybersecurity
3823,53,99,Bachelor,2.73,Data Science
3824,37,41,PhD,1.54,Business Analytics
3825,63,67,Bachelor,2.0,Software Engineering
3826,45,62,PhD,2.88,Data Science
3827,59,57,Bachelor,2.99,Software Engineering
3828,41,70,Bachelor,3.68,Data Science
3829,31,13,Bachelor,3.22,Software Engineering
3830,63,74,High School,2.95,Software Engineering
3831,22,21,Bachelor,2.43,AI
3832,58,44,High School,0.24,AI
3833,23,71,Bachelor,1.66,Cybersecurity
3834,28,31,PhD,1.38,Business Analytics
3835,28,65,PhD,2.07,AI
3836,60,63,Bachelor,3.15,Data Science
3837,48,64,Master,1.04,Data Science
3838,53,85,Master,1.94,Cybersecurity
3839,27,78,High School,1.3,Business Analytics
3840,23,70,PhD,1.53,Business Analytics
3841,33,98,High School,1.57,Business Analytics
3842,29,96,PhD,3.84,Cybersecurity
3843,29,13,PhD,2.75,Software Engineering
3844,46,96,Bachelor,3.7,Business Analytics
3845,29,8,Master,0.73,Software Engineering
3846,54,77,Bachelor,2.96,Software Engineering
3847,24,98,PhD,3.2,Business Analytics
3848,22,86,Master,0.95,Business Analytics
3849,27,35,Bachelor,1.3,Data Science
3850,62,36,Bachelor,1.28,Data Science
3851,35,58,High School,1.96,Cybersecurity
3852,65,100,PhD,0.88,Cybersecurity
3853,36,36,High School,2.28,Data Science
3854,34,78,PhD,2.44,AI
3855,29,62,PhD,0.01,Business Analytics
3856,29,61,High School,0.65,Data Science
3857,33,90,PhD,3.04,Cybersecurity
3858,64,19,Bachelor,1.96,Data Science
3859,26,79,Bachelor,0.52,AI
3860,69,91,High School,0.54,Data Science
3861,43,98,High School,2.19,Software Engineering
3862,20,10,Master,3.04,Cybersecurity
3863,56,92,PhD,2.07,Business Analytics
3864,54,61,Master,2.73,Data Science
3865,60,70,Master,0.74,Business Analytics
3866,43,12,High School,0.81,Data Science
3867,37,35,PhD,2.58,Business Analytics
3868,68,78,Master,0.44,AI
3869,40,25,Bachelor,3.49,Business Analytics
3870,23,7,Bachelor,2.57,Software Engineering
3871,67,98,Master,2.66,AI
3872,37,30,PhD,1.11,Business Analytics
3873,30,12,Bachelor,3.65,Business Analytics
3874,44,65,High School,0.84,Business Analytics
3875,49,16,High School,0.58,AI
3876,58,24,Bachelor,0.46,Software Engineering
3877,25,92,PhD,1.64,Software Engineering
3878,21,19,High School,0.46,Cybersecurity
3879,43,18,Bachelor,3.65,AI
3880,25,84,High School,1.79,Data Science
3881,60,100,PhD,3.73,Software Engineering
3882,57,100,Bachelor,0.15,Business Analytics
3883,30,60,PhD,1.35,Business Analytics
3884,18,89,Bachelor,1.82,Data Science
3885,67,71,High School,0.6,Data Science
3886,29,17,High School,1.14,Business Analytics
3887,61,55,Bachelor,3.69,AI
3888,54,90,Master,3.93,Software Engineering
3889,56,41,PhD,0.52,Business Analytics
3890,30,94,Master,3.98,Data Science
3891,64,53,High School,3.24,AI
3892,69,32,Master,0.51,Business Analytics
3893,49,7,High School,0.92,Cybersecurity
3894,25,23,Master,0.76,Data Science
3895,53,46,Master,1.55,Software Engineering
3896,31,8,Master,3.77,Software Engineering
3897,19,23,PhD,3.72,Cybersecurity
3898,25,51,Bachelor,1.92,Business Analytics
3899,49,40,High School,0.67,Business Analytics
3900,21,61,High School,1.72,Business Analytics
3901,19,57,Bachelor,0.52,Data Science
3902,51,88,High School,1.37,Data Science
3903,28,92,High School,0.89,Data Science
3904,20,36,High School,0.5,Business Analytics
3905,41,56,PhD,2.26,Cybersecurity
3906,41,59,Master,2.49,Data Science
3907,46,80,Master,1.49,Cybersecurity
3908,29,36,Master,1.92,AI
3909,26,37,PhD,1.74,AI
3910,20,76,High School,3.08,Business Analytics
3911,25,9,Bachelor,0.11,Cybersecurity
3912,53,34,High School,1.8,Data Science
3913,66,16,PhD,0.65,Business Analytics
3914,20,74,High School,2.07,Data Science
3915,46,18,Bachelor,2.37,AI
3916,39,95,High School,1.85,Software Engineering
3917,50,10,PhD,1.81,Software Engineering
3918,21,64,Bachelor,1.33,AI
3919,70,41,Master,3.88,Data Science
3920,49,43,Bachelor,3.2,Software Engineering
3921,25,95,Bachelor,0.1,Business Analytics
3922,45,28,Master,2.13,Business Analytics
3923,61,50,PhD,1.7,Cybersecurity
3924,56,37,PhD,0.12,AI
3925,53,5,Master,0.8,Software Engineering
3926,56,56,Bachelor,3.29,Cybersecurity
3927,34,60,PhD,1.75,Software Engineering
3928,23,50,High School,2.1,Software Engineering
3929,62,65,High School,0.13,Data Science
3930,43,58,PhD,0.4,Data Science
3931,58,80,High School,3.02,AI
3932,21,62,PhD,2.67,AI
3933,34,9,High School,3.0,Data Science
3934,55,35,High School,3.28,Business Analytics
3935,66,94,Master,2.3,Data Science
3936,33,90,High School,1.27,Software Engineering
3937,20,37,High School,3.23,Data Science
3938,59,81,PhD,3.72,Cybersecurity
3939,68,82,PhD,2.56,AI
3940,30,64,PhD,2.74,Cybersecurity
3941,42,82,Master,0.41,Cybersecurity
3942,24,24,Bachelor,1.94,AI
3943,49,66,Master,0.99,Software Engineering
3944,66,46,PhD,0.73,Business Analytics
3945,60,80,Master,2.33,AI
3946,57,62,High School,0.27,Data Science
3947,28,60,Bachelor,0.11,Cybersecurity
3948,21,70,PhD,3.28,Business Analytics
3949,28,18,High School,1.64,Software Engineering
3950,60,90,High School,2.52,Data Science
3951,24,74,High School,0.94,Business Analytics
3952,54,70,PhD,3.6,AI
3953,23,61,High School,2.92,Business Analytics
3954,50,85,Master,3.71,Business Analytics
3955,19,14,PhD,3.58,Data Science
3956,52,22,Bachelor,3.03,Cybersecurity
3957,40,71,Bachelor,2.28,Cybersecurity
3958,50,52,PhD,3.73,Business Analytics
3959,29,12,High School,1.04,AI
3960,44,65,Master,1.89,AI
3961,29,29,PhD,2.25,Data Science
3962,56,56,High School,3.06,AI
3963,28,70,PhD,2.7,Business Analytics
3964,35,26,PhD,2.24,Business Analytics
3965,27,64,PhD,2.31,Cybersecurity
3966,60,86,High School,1.07,Business Analytics
3967,40,34,High School,1.03,AI
3968,68,79,PhD,0.45,Cybersecurity
3969,20,68,Bachelor,0.71,Data Science
3970,61,93,Bachelor,1.33,Cybersecurity
3971,40,18,PhD,2.32,Cybersecurity
3972,29,42,High School,3.54,Cybersecurity
3973,62,86,Master,3.34,Cybersecurity
3974,42,74,Bachelor,2.88,Business Analytics
3975,45,8,Master,1.81,Data Science
3976,27,13,PhD,0.05,Business Analytics
3977,39,18,PhD,0.57,Data Science
3978,55,36,PhD,1.1,Business Analytics
3979,26,5,Bachelor,1.06,Cybersecurity
3980,52,94,Bachelor,2.46,Cybersecurity
3981,26,38,PhD,1.92,Business Analytics
3982,46,82,High School,1.7,Business Analytics
3983,22,16,Master,0.3,AI
3984,55,97,Bachelor,1.43,Business Analytics
3985,58,25,Bachelor,2.86,AI
3986,32,32,PhD,2.88,AI
3987,39,28,Bachelor,0.18,Data Science
3988,38,76,High School,1.6,AI
3989,28,51,Master,3.0,Cybersecurity
3990,27,38,High School,2.47,Cybersecurity
3991,38,88,High School,3.49,Data Science
3992,35,8,PhD,1.61,AI
3993,48,99,PhD,3.59,AI
3994,67,71,Bachelor,2.8,Business Analytics
3995,52,78,High School,2.19,AI
3996,43,64,Bachelor,0.39,AI
3997,46,39,PhD,2.07,AI
3998,68,33,Master,2.49,Cybersecurity
3999,58,53,Master,2.18,Business Analytics
4000,60,73,Bachelor,2.8,Business Analytics
4001,43,94,PhD,1.25,Business Analytics
4002,42,77,Master,2.75,AI
4003,38,48,Master,3.92,AI
4004,25,20,Bachelor,2.89,Software Engineering
4005,21,92,PhD,3.98,Software Engineering
4006,62,53,High School,1.41,AI
4007,48,15,PhD,2.73,AI
4008,32,81,PhD,0.83,Data Science
4009,33,57,Bachelor,0.4,Business Analytics
4010,34,46,Master,2.4,Cybersecurity
4011,49,5,High School,0.1,Business Analytics
4012,37,22,Master,2.12,Business Analytics
4013,34,27,High School,1.17,Cybersecurity
4014,42,92,Master,3.14,Business Analytics
4015,57,60,PhD,1.99,AI
4016,38,60,Master,0.65,Data Science
4017,38,59,Master,1.96,Cybersecurity
4018,39,73,High School,2.28,Data Science
4019,67,45,Bachelor,0.77,Business Analytics
4020,69,82,High School,1.7,Software Engineering
4021,68,52,Master,3.2,Cybersecurity
4022,68,21,Bachelor,3.08,Data Science
4023,62,42,High School,0.43,Data Science
4024,56,82,Master,0.92,AI
4025,18,93,PhD,0.64,Software Engineering
4026,25,27,Bachelor,1.18,Cybersecurity
4027,45,66,PhD,1.24,Software Engineering
4028,66,45,High School,1.56,AI
4029,23,27,Master,2.84,AI
4030,23,52,Master,2.13,Business Analytics
4031,58,54,High School,0.02,Business Analytics
4032,18,18,PhD,2.36,Cybersecurity
4033,48,96,PhD,3.97,Software Engineering
4034,30,15,Bachelor,2.31,Data Science
4035,46,6,Master,1.78,Cybersecurity
4036,68,38,Bachelor,2.55,Cybersecurity
4037,22,23,High School,3.68,AI
4038,31,72,Master,0.92,Cybersecurity
4039,39,34,PhD,1.38,Business Analytics
4040,64,54,High School,1.84,Data Science
4041,70,86,Bachelor,1.47,Data Science
4042,50,27,Master,0.51,Business Analytics
4043,62,34,Master,3.51,Data Science
4044,69,39,High School,0.13,Cybersecurity
4045,34,44,Master,1.14,Cybersecurity
4046,39,99,Bachelor,3.48,AI
4047,25,22,Bachelor,0.62,Cybersecurity
4048,36,73,PhD,2.73,Business Analytics
4049,64,15,PhD,1.75,Cybersecurity
4050,66,31,Bachelor,2.66,Software Engineering
4051,49,26,High School,0.77,Business Analytics
4052,52,53,Bachelor,3.28,Cybersecurity
4053,40,96,High School,2.62,AI
4054,69,13,PhD,3.85,AI
4055,34,47,Bachelor,0.13,Business Analytics
4056,68,34,Master,2.88,Business Analytics
4057,27,39,Bachelor,1.32,Software Engineering
4058,37,6,High School,3.43,AI
4059,50,13,PhD,1.76,Business Analytics
4060,36,70,High School,3.37,Data Science
4061,29,40,Master,1.02,Data Science
4062,34,38,PhD,0.21,Business Analytics
4063,31,73,Master,2.75,Cybersecurity
4064,56,84,Bachelor,1.8,Business Analytics
4065,24,6,Master,0.96,Business Analytics
4066,25,23,PhD,3.84,Business Analytics
4067,60,37,PhD,3.22,Business Analytics
4068,55,59,Bachelor,3.54,Business Analytics
4069,21,44,Master,1.92,Software Engineering
4070,48,18,Master,3.36,Software Engineering
4071,34,53,Bachelor,0.15,AI
4072,64,81,PhD,2.84,Software Engineering
4073,35,21,Bachelor,3.33,Software Engineering
4074,55,62,Bachelor,2.09,Software Engineering
4075,54,18,Bachelor,3.9,Business Analytics
